label,expression
bot_how_are_you,babe how are you
bot_how_are_you,baby how are you
bot_how_are_you,hello how is lyf
bot_how_are_you,hello howz life
bot_how_are_you,hey hellojio how are you
bot_how_are_you,hey how are things
bot_how_are_you,hey how are things with you
bot_how_are_you,hey how are you
bot_how_are_you,hey how are you babe
bot_how_are_you,hey how is it going
bot_how_are_you,hey how is life
bot_how_are_you,hey hows it going
bot_how_are_you,hey hows lyf
bot_how_are_you,hey howz lyf
bot_how_are_you,hey you how are you
bot_how_are_you,hi how are you
bot_how_are_you,hi how is life
bot_how_are_you,hi hows life
bot_how_are_you,hi howz life
bot_how_are_you,how are things
bot_how_are_you,how are things babe
bot_how_are_you,how are things baby
bot_how_are_you,how are things my lady
bot_how_are_you,how are things with you
bot_how_are_you,how are you
bot_how_are_you,how are you doing
bot_how_are_you,how are you doing boss
bot_how_are_you,how are you doing girl
bot_how_are_you,how are you doing man
bot_how_are_you,how are you doing today
bot_how_are_you,how are you girl
bot_how_are_you,how are you lady
bot_how_are_you,how are you my dame
bot_how_are_you,how do you do
bot_how_are_you,how do you do hellojio
bot_how_are_you,How have you been
bot_how_are_you,how is everything
bot_how_are_you,how is it going
bot_how_are_you,how is it going today
bot_how_are_you,how is life
bot_how_are_you,how is life treating you
bot_how_are_you,how is lyf
bot_how_are_you,how it is going hellojio
bot_how_are_you,how r u
bot_how_are_you,how r u doing
bot_how_are_you,how ya doin
bot_how_are_you,How you doin
bot_how_are_you,how you doing
bot_how_are_you,howdy babe
bot_how_are_you,howdy babes
bot_how_are_you,how're you
bot_how_are_you,how's everything going
bot_how_are_you,hows it going
bot_how_are_you,how's it going
bot_how_are_you,how's it going today
bot_how_are_you,hows life
bot_how_are_you,how's life been treating you
bot_how_are_you,hows lyf
bot_how_are_you,How've you been
bot_how_are_you,howz life
bot_how_are_you,howz lyf
bot_how_are_you,howz you doin
bot_how_are_you,i am fine whats going on
bot_how_are_you,jio hello how is life
bot_how_are_you,jio hello howz life
bot_how_are_you,jio hey how are you
bot_how_are_you,jio hey how are you babe
bot_how_are_you,jio hey how is life
bot_how_are_you,jio hey hows life
bot_how_are_you,jio hey howz life
bot_how_are_you,jio hey you how are you
bot_how_are_you,jio hi how are you
bot_how_are_you,jio hi how are you doing
bot_how_are_you,jio hi howz life
bot_how_are_you,jio how are you
bot_how_are_you,jio how do you do
bot_how_are_you,jio how is it going
bot_how_are_you,jio how is life
bot_how_are_you,jio hows it going
bot_how_are_you,jio hows life
bot_how_are_you,jio howz life
bot_how_are_you,jio what is your life
bot_how_are_you,whats cracking
bot_how_are_you,whats happenin
bot_how_are_you,whats happening
bot_how_are_you,what's happening
bot_how_are_you,yes how are you
bot_info,are you a girl or boy
bot_info,are you an alien
bot_info,are you creature
bot_info,are you human
bot_info,are you male or female
bot_info,are you person
bot_info,are you women
bot_info,do you exist
bot_info,give me some information about you
bot_info,jio are you man
bot_info,jio who are you
bot_info,tell me more about yourself
bot_info,tell me something about you
bot_info,tell me something about yourself
bot_info,what is ask jio
bot_info,what is hellojio
bot_info,who are you
bot_info,who is the virtual assistant of jio
bot_info_age,am i older than you
bot_info_age,am i younger than you
bot_info_age,are you older than me
bot_info_age,are you young
bot_info_age,can i guess your age
bot_info_age,how old are you
bot_info_age,i think you are younger than me
bot_info_age,may i know your age
bot_info_age,tell me your age
bot_info_age,what is your age
bot_info_age,whats your age
bot_info_age,you sound so old
bot_info_age,you sound so young
bot_info_management,are you getting bored of me
bot_info_management,are you working under someone
bot_info_management,do you have any boss
bot_info_management,do you have any director
bot_info_management,do you have any leader
bot_info_management,give me your leaders name
bot_info_management,go to your boss
bot_info_management,i am your boss now
bot_info_management,i am your leader
bot_info_management,is there someone who is leading you
bot_info_management,is there someone who is managing you
bot_info_management,is there someone who is managing you from other side
bot_info_management,is there someone who is ruling you
bot_info_management,tell me name of your leader
bot_info_management,who do you report to
bot_info_management,who is your boss
bot_info_management,who is your leader
bot_info_serious,are you serious
bot_info_serious,dont be so serious
bot_info_serious,why are you serious
bot_info_serious,why are you so serious
bot_name,can i know your name please
bot_name,can you talk something you
bot_name,come on tell me your name
bot_name,do you have any name
bot_name,hey what is your name
bot_name,i heard people call you hello jio
bot_name,inform about yourself
bot_name,may i know your good name please
bot_name,may i know your name
bot_name,what is your name
bot_name,what is your real name
bot_name,whats your name
bot_name,what's your name
bot_name,your name
bot_name,your name please
bot_ok,its ok
bot_ok,ok
bot_ok,ok fine
bot_ok,ok ok
bot_ok,ok right
bot_ok,ok sorry
bot_ok,okay
bot_ok,okee dokee
bot_ok,okies
bot_thanks,it was great talking to you
bot_thanks,jio ok great
bot_thanks,jio thank you
bot_thanks,jio thanks
bot_thanks,ok thanks
bot_thanks,thank you
bot_thanks,thanks a lot hellojio
bot_thanks,you are awesome
buy_mobile_battery_charger,battery charger
buy_mobile_battery_charger,buy me a device battery
buy_mobile_battery_charger,buy me a device charger
buy_mobile_battery_charger,buy me a mobile battery
buy_mobile_battery_charger,buy me a mobile charger
buy_mobile_battery_charger,buy me a phone battery
buy_mobile_battery_charger,buy me a phone charger
buy_mobile_battery_charger,from where can i buy device battery
buy_mobile_battery_charger,from where can i buy device charger
buy_mobile_battery_charger,from where can i buy mobile battery
buy_mobile_battery_charger,from where can i buy mobile charger
buy_mobile_battery_charger,from where can i buy phone battery
buy_mobile_battery_charger,from where can i buy phone charger
buy_mobile_battery_charger,how can i buy mobile battery
buy_mobile_battery_charger,i want to buy mobile battery charger
buy_mobile_battery_charger,i wish to buy device battery
buy_mobile_battery_charger,i wish to buy device charger
buy_mobile_battery_charger,i wish to buy mobile battery
buy_mobile_battery_charger,i wish to buy mobile charger
buy_mobile_battery_charger,i wish to buy phone battery
buy_mobile_battery_charger,i wish to buy phone charger
buy_mobile_battery_charger,search for device battery
buy_mobile_battery_charger,search for device charger
buy_mobile_battery_charger,search for mobile battery
buy_mobile_battery_charger,search for mobile charger
buy_mobile_battery_charger,search for phone battery
buy_mobile_battery_charger,search for phone charger
call_on_satellite_numbers,calling on satellite numbers
call_on_satellite_numbers,can i call to satellite numbers
call_on_satellite_numbers,can i make calls on satellite numbers
call_on_satellite_numbers,satellite numbers calling
call_on_satellite_numbers,satellite numbers calls are possible or not
call_on_satellite_numbers,will i be able to make calls on satellite numbers
cashback_issue,I cannot see my cashback
cashback_issue,I cannot see my cashback voucher
